Symbol	MOLM-13	MV4-11	HL-60	OCI-AML2	OCI-AML3	HT1080_ENCODE	HT29_GSE41586
FAM162B	0	0	0	0	0	0	0.011665464
FAM163A	0.045739741	0.03207622	0.136288554	8.250351719	2.405839072	0.006530883	0.079163361
FAM163B	0	0	0	0	0	0	0
FAM166A	0.055655302	0.097890308	0	0.022989336	0.102829117	0.316947991	0.471945619
FAM166B	0.114788385	0	0	0.147994123	0.055460977	0.012975533	0.060927324
FAM167A	0	0.107275457	0.006468022	0.010720866	0.013774603	3.707332003	0.099586967
FAM167A-AS1	0	0	0	0	0	0	0
FAM167B	0.033101822	0.026914004	0	0	0	0.289914983	0.939688958
FAM168A	4.995615013	15.64844614	4.775992253	7.033383966	11.36968311	8.346364334	2.949977411
FAM168B	27.5672913	42.60463856	35.3315422	28.56896098	39.57210402	32.95152787	18.9535088
FAM169A	0.142870207	0.41386364	0.097928397	0.079909386	0.488813444	2.750906248	0.436503486
FAM169B	0.114128051	0.18170279	0.127886143	0.252717253	0.202085622	0.10051119	0.284475246
FAM170A	0	0	0	0	0.091777871	0	0.026814371
FAM170B	0	0	0	0	0	0	0
FAM170B-AS1	0	0	0	0	0	0	0
FAM171A1	0	0.842312431	0.006687862	0	0.973338677	20.59574387	0.028691731
FAM171A2	1.623757816	3.284776833	0.058205542	0.401354718	4.263457672	5.736323621	0.060283755
FAM171B	0.013981793	0.032844712	0.042301541	0.012417223	0.503391224	5.782191623	0.065374493
FAM172A	5.886007395	4.22420857	3.693066419	6.646780145	5.021775225	4.556562227	2.483951673
FAM172BP	0.152626575	0.129064145	0.105839107	0.15432809	0.100121261	1.253677881	0.916293421
FAM173A	22.50147401	16.4665788	27.03798029	15.45566452	17.14044192	26.56056901	15.82752421
FAM173B	7.339591311	16.61377117	7.092191686	7.111328126	13.98236601	9.033368555	4.550953692
FAM174A	6.284037032	10.7658884	3.962974413	5.251979543	9.691414707	6.345676883	3.379445724
FAM174B	1.209653707	0.098577953	0.0667951	0.017432264	0.171251089	0.400728771	11.60876058
FAM175A	9.348322962	9.848881098	6.274547802	8.902295746	11.88891105	5.068139822	2.155682226
FAM175B	14.97001832	16.48697879	17.18275195	15.10302037	19.4445174	9.358797506	5.605564164
FAM177A1	2.701094491	4.066822863	2.382383412	3.561730925	3.459703252	10.01859877	5.821786349
FAM177B	0	0.039122532	0	0	0	0	0.135821358
FAM178A	8.707089601	7.89744902	6.105223444	10.09078668	7.209565077	9.223445802	5.059265002
FAM178B	0	0	0	0.028866955	0	0.002523086	0.014250517
FAM179A	0.034882199	0.018843778	0.075622534	0.048873918	0.007961444	0.150438971	0.402082217
FAM179B	1.580342325	1.209563136	1.617404308	1.28486894	1.559015904	2.262346802	2.627633624
FAM180A	0	0	0	0	0	0.01160096	0.006199279
FAM180B	0.197053136	0.161355118	0.285682021	0.409132472	0.153186162	0.341539358	1.067580562
FAM181A	0	0	0	0	0	0	0.013667672
FAM181A-AS1	0.169263701	0.144319246	0.186374655	0.217900597	0.166251194	0.31496972	1.035743311
FAM181B	0	0.026896741	0	0	0.054667557	0	0
FAM182A	0.010090367	0	0.008442897	0.008663114	0	0.169728894	0.04945045
FAM182B	0.032300135	0	0	0	0	0.42283127	0.07011713
FAM183A	0	0	0	0	0	0.234740417	0.574225313
FAM183B	0.067800665	0.090062329	0.017243569	0	0.03329136	0.008634865	0.10824242
FAM183CP	0.018687829	0.066777459	0.028516965	0.048133471	0.016464311	0.015858349	0.139894152
FAM184A	0.347497859	0.264388182	0.013007616	0.207503439	0.097782356	0.062379539	0.019999913
FAM184B	0.453671204	0.472993213	0.426508578	0.433687761	0.334253394	0.311134442	0.765469786
FAM185A	3.619703986	4.01056483	3.534444481	1.589919103	3.552990592	2.575040573	2.10117129
FAM186A	0.003690437	0	0.002938214	0	0.006187477	0.006552867	0.076105635
FAM186B	0.129085724	0.144837868	0.116226069	0.231926259	0.057561247	0.423188731	0.3466462
FAM187B	0	0	0	0	0	0	0
FAM188A	9.469967737	10.91006418	5.499617778	8.291174157	9.14375386	9.589624772	3.181883974
FAM188B	0.908771744	1.472956137	0.599606001	0.914678336	1.696402358	1.306412275	1.383353682
FAM189A1	0.005202743	2.935018019	0	0	0.59077248	0.012567068	0.002238515
FAM189A2	0	0.055140206	0	0	0.096178606	0.223157256	0.01481188
FAM189B	12.4342542	43.18967461	11.09303115	20.22711979	38.85070418	4.421284177	6.692796772
FAM192A	38.91856809	35.49557307	45.72333501	50.46324002	38.29877786	27.90687061	18.96333612
FAM193A	7.132942166	10.02488411	8.996003814	8.244923902	9.733662514	5.296594158	8.658985893
FAM193B	9.243333333	13.42291284	13.17072307	12.14954163	11.49928254	3.861327595	9.81689094
FAM195A	44.34514669	32.57983804	73.41784837	37.26875568	37.74874896	27.322469	18.64754648
FAM195B	16.73799628	18.77930722	29.22579417	10.19567474	15.3454527	42.80371198	21.72531291
FAM196A	0	0.00502887	0	0	0	0.408402433	0.2528316
FAM196B	0.028790794	0.039702544	0.015027343	0.03124191	0.027520385	8.171465288	0
FAM197Y2	0	0	0	0	0	0.141191508	0.031938692
FAM197Y5	0	0	0	0	0	0.141191508	0.031938692
FAM198A	0	0	0	0.038004261	0	0.025033669	0.009321669
FAM198B	0	4.377324624	0.523557991	0.103424396	10.02317895	0.058919595	3.960402743
FAM199X	5.448578605	10.41989203	7.089912175	4.798241159	10.28805078	13.11426382	9.027003593
FAM19A1	0	0	0	0	0	0	0
FAM19A2	0.012576621	0.005764073	0.024453086	0.02679684	0.006810585	0.08099599	0
FAM19A3	0	0	0	0	0	0.269238635	0.087347644
FAM19A4	0	0	0	0	0	0	0
FAM19A5	0	0	0	0	0	0.127144102	0.023311812
FAM200A	2.271666495	4.991002814	3.218769512	1.277998667	4.937011908	3.946126096	1.747603309
FAM200B	3.519175171	3.752773787	5.618924065	3.579450397	4.215526162	6.65590977	2.37953536
FAM201A	0.206280011	0.014602072	5.001303496	2.995430471	0.017253192	0.115620367	1.503790091
FAM204A	14.77111764	12.38013247	21.38315862	12.4646612	15.30014991	11.11172874	7.568516419
FAM205A	0	0.022079803	0	0.033366885	0.042004994	0	0.021398335
FAM205BP	0	0	0	0.00514512	0	0	0.008170593
FAM205C	0	0	0	0	0	0	0
FAM206A	16.11402117	14.00578526	17.59337896	16.91134181	14.18461683	6.005215652	15.64737466
FAM207A	39.78211175	39.6728046	51.16292582	34.36183688	44.96517095	17.88880741	7.479007876
FAM208A	15.05972101	20.06619607	14.40052278	23.13843145	21.92130407	13.86355489	5.903653262
FAM208B	10.04947822	13.29321834	9.066210417	9.952461928	13.06590754	22.27926588	11.69289579
FAM209A	0.092880625	0.089444849	0.230551071	0.040357135	0.177830649	0.024854868	0.120105887
FAM209B	0.142772544	0.04446089	0.040585155	0.040121128	0.095266503	0.011314235	0.259688027
FAM20A	0.031720369	0.11623151	0.013057952	0.02453761	0.108458999	0.29548604	0.541989107
FAM20B	13.9980817	18.39106437	15.60386675	25.01997238	19.19931002	13.48371707	7.358620683
FAM20C	10.60489494	30.78792161	5.044099019	6.867396026	29.81510238	12.05211595	0
FAM210A	6.450209397	8.42994159	9.347637256	7.51242238	8.593754561	11.2406154	3.403769479
FAM210B	5.541272717	5.835894638	3.543390877	4.312121118	7.411471536	3.836536631	2.715283456
FAM212A	5.967621368	5.345316683	23.20627368	6.49517407	7.577058394	2.142929878	0.011559293
FAM212B	0.81980081	0.32116421	0.36450094	0.629207786	0.337260068	0.796287201	3.257139747
FAM212B-AS1	0	0	0	0	0	0	0
FAM213A	6.363556823	11.30919229	0.112202644	0.394138412	17.44041521	0.484195524	4.885597274
FAM213B	6.162832878	14.02953678	6.602962484	0.07467253	10.7231513	10.68207957	18.94079504
FAM214A	2.095312196	3.924515815	1.723387093	1.234364433	2.219008288	1.095942388	5.3961831
FAM214B	5.148310357	5.737106891	3.356259179	4.652730181	4.292678394	6.611493659	3.940147809
FAM215A	1.796395995	1.092210276	1.756044474	2.72061338	0.914237263	0.503194321	8.404866207
FAM216A	41.13385692	21.28572975	27.06725771	25.37199231	24.58487667	23.78378402	1.786853864
FAM216B	0.127688156	0.029112255	0.014700727	0.053240322	0.013967931	0.033352279	0.107691079
FAM217A	0	0	0	0	0	0	0.034014506
FAM217B	6.6988924	6.718745356	7.185412813	7.218439628	6.252932641	3.349903077	5.415611822
FAM218A	0	0	0.054433231	0	0	0.40788441	0
FAM219A	1.258762441	3.07758184	2.752704243	3.603135268	2.524939683	7.099032641	3.341915216
FAM219B	8.384229455	12.99638217	6.879953529	6.657803465	11.59265273	6.300747665	19.89884576
FAM21A	12.60924909	15.52563658	19.91324388	12.65587843	15.28465876	10.38074592	6.457759261
FAM21C	9.794803025	13.26225367	12.40692084	11.02743754	15.10971172	7.705036621	6.451881857
FAM21EP	0.418886454	0.480096149	0.401299868	0.286937973	0.504408243	0.442986208	0.662847444
FAM220A	8.615876808	8.600630551	7.031051095	6.423280141	12.21320629	6.888797025	5.589674891
FAM221A	0.859299813	0.388689038	0	0.794397036	0.231548531	0	18.47865168
FAM221B	0	0	0	0.007438431	0	0	0.159975908
FAM222A	0.658439272	1.871660281	0.827257683	1.089387678	1.550564185	1.139468558	0.691474187
FAM222A-AS1	0.85938735	0.036319166	0.03315316	0.032774107	0.034908009	0	0.17746099
FAM222B	2.99409684	3.907030854	2.387388905	3.774212656	3.528992995	2.914321623	6.96474046
FAM223A	0.561538811	0.206322564	0.388767501	0.308423969	0.382948973	0.143300016	1.416062852
FAM223B	0.561538811	0.206322564	0.388767501	0.308423969	0.382948973	0.143300016	1.416062852
FAM224A	0.004105297	0.003949884	0.000627992	0	0.003854017	0.01707465	0.01404117
FAM224B	0.273093754	0.302024081	0.072939359	0	0.26405211	1.587574766	1.049315024
FAM225A	0.427595963	2.845381926	1.363753895	1.574257137	1.615146973	1.623542816	0.063120395
FAM225B	0.204927426	1.104112996	0	0.324039259	0.606331928	0	1.88073E-05
FAM226A	0	0	0	0	0	0	0.388084593
FAM226B	0	0	0	0	0	0	0
FAM227A	0.365936774	0.370941897	0.207471103	0.336431493	0.28911876	0.446942914	1.268908499
FAM227B	0.46655092	0.785462945	0.180585416	0.218037215	0.728866413	0.752842226	0.200286802
FAM228A	0.054800105	0.024898587	0.023525632	0.03620888	0.027611139	0.006558421	0.010393608
FAM228B	2.798138324	1.676855753	1.180218678	2.682402327	2.325551382	0.383134234	0.656277182
FAM229A	2.175467555	1.449147903	1.382929739	1.245405488	0.655784966	0.876248127	2.897577126
FAM229B	0.477905581	0.272158394	1.148816234	0.526333676	0.393313554	0.688581478	0.64349758
FAM230B	0.02431469	0.022749293	0.014643287	0.036652654	0.024206749	1.753705431	0.122314507
FAM230C	0.164465517	0.207440989	0.153215043	0.466348965	0.117382962	3.56223894	0.383938499
FAM231A	2.048866371	1.602393866	3.246393424	14.38426269	2.714196582	0.982795269	5.015027149
FAM231D	4.017123847	2.762293937	4.681993733	18.5106668	3.201819754	1.09045902	3.887863883
FAM24A	0	0	0	0	0	0	0
FAM24B	4.179282426	2.60442409	0.052517758	8.044830238	2.979898924	4.22910066	0
FAM24B-CUZD1	0.18295314	0	0	0.321919015	0.153867164	0.051381518	0
FAM25A	0	0	0	0	0	0.13270157	0.310951616
FAM25BP	0	0	0	0	0	0	0
FAM25C	0	0	0	0	0	0	0
FAM25G	0	0	0	0	0	0	0
FAM26D	0	0	0	0	0	0.057828387	0
FAM26E	0.065936285	0.047092503	0.035389934	0.058367905	0.083854245	1.75508714	0.080157661
FAM26F	0.062309363	0.637505389	5.676817219	0.384266946	0.32900498	0.091887109	0
FAM27B	12.66995231	4.187862353	0.255549343	5.92167837	3.232089876	3.566811657	2.764560276
FAM27C	0.866028643	0.620082663	0.255549343	0	0	0	0.91792259
FAM27E2	0.518847914	0.478019827	0.07828674	0.302674465	0.23431541	0.128863428	0.373864175
FAM27E3	2.575139129	1.714966233	0.448574603	1.198976141	1.431940393	1.341460991	4.783958384
FAM27L	0	0	0	0	0	0.121483305	0
FAM32A	122.3059097	110.3091395	121.3681474	77.35763339	119.8778322	94.47848836	15.30211102
FAM35A	14.32354241	20.04905953	22.00353185	10.5222175	21.38340207	20.25113763	8.745540294
FAM35BP	0	0	0.126103185	0	0	0	0.015209401
FAM35DP	0.088617044	1.031095768	1.333096603	0.587697437	0.827141119	0.265325564	0.07592682
FAM3A	13.23394499	18.92694749	12.34696648	9.732918957	17.15808611	11.48615267	25.20013513
FAM3B	0	0	0	0	0	0.021882007	0.033838278
FAM3C	12.67501858	26.68827825	16.45479912	18.22252539	28.4706034	37.66420277	49.66256639
FAM3D	0	0	0	0	0	0.091404762	5.685446844
FAM41AY1	0	0	0	0	0	0	0
FAM41AY2	0	0	0	0	0	0	0
FAM41C	1.75504096	0.871078222	1.23169623	0.878785929	0.611384831	0.23368164	1.517657367
FAM43A	6.2299119	21.57104028	6.976698668	5.108413379	34.56142263	3.86171413	0.200061973
FAM43B	0	0.009267955	0	0	0	0.036678492	0
FAM45A	31.97784383	19.2335993	21.29580126	10.93411104	30.44283662	9.794814656	6.877209999
FAM45B	7.295719111	4.149222116	3.542234753	1.537432392	8.154092847	0.287970059	0.161152662
FAM46A	18.41486268	13.57506022	36.02293513	23.58828713	23.46892278	2.165327404	1.226082823
FAM46B	0.496103224	0.218458012	0.155405239	0.43649403	0.247578387	0.034111497	1.024590152
FAM46C	0.988262474	1.388239415	5.819876078	2.265304197	0.466553637	0.702321608	0.090649506
FAM46D	0	0	0	0	0	0	0
FAM47A	0	0	0	0	0	0	0
FAM47B	0	0.023477547	0	0	0	0	0
FAM47C	0	0	0	0	0	0	0
FAM47E	0.043638907	0.121741712	0.034963479	0.087442841	0.130484911	0.19434089	0.860731248
FAM47E-STBD1	0.219992586	0.055055903	0.096026506	0.033344153	0.002676315	0.027370179	0.971248933
FAM49A	2.042037691	4.670111076	0.431637706	3.842693108	3.433780115	3.590734714	0.004067364
FAM49B	95.99445483	36.67525294	35.26557007	44.42526156	66.90959099	26.65353032	18.25720455
FAM50A	24.5510863	41.26045847	23.01841745	19.57985957	37.20807657	21.03870771	64.04336112
FAM50B	0.120161441	1.169152783	3.112591934	0	1.203914036	0	0.01082778
FAM53A	0.360728275	0.400811081	0.137017967	0.358081109	0.479866737	0.011043003	0.450600048
FAM53B	10.86290214	7.542649883	12.30975515	13.26259534	7.33081757	7.16253151	2.178142236
FAM53B-AS1	0.099089242	0.161061038	0.145699556	0.065226111	0.157588633	0.485301122	0.599645159
FAM53C	18.51811102	20.61004401	11.87638145	17.64904997	21.56175166	18.58814595	7.834175467
FAM57A	3.398556755	8.895246933	3.080162997	9.735706784	11.56604134	17.81457651	4.565891403
FAM57B	0.479601304	0.75991725	0.052305832	0.20101075	0.844607098	0.071859311	0.005759988
FAM58A	9.267756509	16.24913148	17.76690473	14.06141388	14.57402733	39.04937946	11.96089994
FAM60A	35.7782564	43.31656016	45.31967368	34.83436602	46.46708136	23.36560233	46.34299156
FAM63A	4.292991653	7.147440841	4.102918508	4.826029628	6.73587776	7.815227685	8.807130043
FAM63B	1.365617853	2.240055278	1.560747962	1.734390257	1.903227951	2.824625044	4.296239793
FAM64A	3.361911486	31.2739407	0.452679723	15.62976117	33.77358751	8.641223579	0.987968516
FAM65A	3.669626371	12.32510136	7.753984183	3.591683829	9.555069803	6.078199433	8.128208494
FAM65B	0.446042452	1.415161439	0.276374161	0.532897035	0.689982243	0.502035978	1.741410965
FAM65C	0.018328375	0.158478604	0	0.020065103	0.006506395	0.066924861	0.292089321
FAM66A	0	0.038048748	0	0	0	0	0.017048018
FAM66B	0	0.018203062	0.03681863	0	0.111987045	0.353342364	0.014682112
FAM66C	0.164495512	0.100521033	0.071811457	0.135371422	0.094673311	0.280813859	0.403254109
FAM66D	0	0.024873515	0	0	0.090477368	0.019701948	0
FAM66E	0.018816931	0	0	0	0	0	0
FAM69A	1.329837916	3.757494779	1.383437043	1.522994903	3.113061428	3.049239374	2.331605234
FAM69B	3.864175626	15.89131343	2.104445917	6.234976796	16.02547965	3.302388859	1.54499009
FAM69C	0	1.290265649	0	0	1.294730005	0	0
FAM71A	0	0	0	0	0	0	0.031563272
FAM71B	0	0	0	0	0	0	0.009853608
FAM71C	0	0	0	0	0	0.003392287	0
FAM71D	0	0.013198053	0.012923764	0	0	0.064851423	0.015978768
FAM71E1	0.21797189	0.126189536	0.130028659	0.06038777	0.182766585	0.208859939	3.136618999
FAM71E2	0	0	0	0	0	0	0.027345348
FAM71F1	0.01694779	0	0	0.01333904	0	0.004107577	0.020381198
FAM71F2	0.382261745	0.399198515	0.202386628	0.323933545	0.294148192	0.7326962	2.386690831
FAM72A	18.28796539	50.24749835	31.20341974	53.49332741	45.11416382	3.267425539	0.205037689
FAM72B	15.82511247	23.78615853	22.87018742	24.16934226	26.21833675	7.899109111	0.153666574
FAM72C	13.4186856	27.84223272	20.86536938	12.67878601	31.30593382	7.709494983	0.045506415
FAM72D	9.929957201	25.59563981	15.41336587	18.50409581	26.00922152	4.790439107	0.329619786
FAM73A	1.632901665	1.784775309	1.882020369	1.51174427	1.795675026	4.224196622	3.423055111
FAM73B	8.54614462	9.266350138	8.80900356	9.061089349	7.596492336	5.937524595	6.761053441
FAM74A1	0	0	0	0	0	0	0
FAM74A3	0.154674263	0.157213363	0.090231382	0.152991829	0.083115285	0.038331424	0.103959754
FAM74A4	0.090622216	0.142840636	0.184748129	0.278524674	0.280232466	0.116097814	0.452098906
FAM74A6	0	0	0	0	0	0	0
FAM74A7	0.207451046	0.182774034	0.177092615	0.195159856	0.157591848	0.175988064	1.15194822
FAM76A	1.559055118	1.943471869	2.083233817	1.361934414	1.665128854	3.467968548	2.688208541
FAM76B	10.3919018	12.09139358	10.09635153	9.709119548	12.57169098	2.920997754	3.973861578
FAM78A	31.90518986	83.79157464	43.51319068	42.89439657	78.49682431	0.939346799	0.445503106
FAM78B	0.169080499	0.712002202	0.074317098	0	0.641971146	3.087608441	0.033900523
FAM81A	0.905301669	1.799158037	0.662351075	1.943561597	1.226217503	1.134565635	3.121267309
FAM81B	0	0	0	0	0	0	0.050491529
FAM83A	0.130736703	0.099024532	0.099046652	0.104920563	0.07814897	0.104398515	7.057248031
FAM83A-AS1	0	0	0	0	0	0	2.17233069
FAM83B	0.130639295	0.110553199	0.098253939	0.085484499	0.079911206	0.121740379	2.52553398
FAM83C	0.012859678	0.03354223	0	0.000409018	0.0180456	0.011051997	0.109130934
FAM83C-AS1	0.26331052	0.587034052	0	0	0.115990634	1.620588679	0.18995986
FAM83D	8.553604572	14.08145891	11.63602576	12.5548959	13.37473113	41.56781928	1.175383943
FAM83E	0.111700997	0.124884075	0.137425286	0.17629902	0.192357277	0.318529248	9.845993832
FAM83F	0	0.010875736	0.012948112	0.075693337	0	0.062927521	2.015752303
FAM83G	5.103463128	1.724197007	0.875569553	4.4081147	2.469334535	12.1292346	6.171020633
FAM83H	9.712037674	16.30592556	2.436957754	3.001115849	21.39826379	0.053920655	28.44602566
FAM83H-AS1	1.614867574	0.964144215	0.718052598	0.706967129	1.444316957	1.040625708	22.33710362
FAM84A	0	0	0	0.003452924	0	3.26876729	0.072009747
FAM84B	0.131546517	0.172388739	0.033622265	1.05495206	0.067424756	1.405996112	78.06220016
FAM86B1	2.781922329	0.673722793	0.374864246	0.104104846	1.79174215	2.074674309	1.412821654
FAM86B2	0.465861336	0	0.075459307	0.129060647	0.244333012	2.023987708	0.798088131
FAM86B3P	6.80521637	5.824115052	4.117468656	3.493384117	6.697179646	2.215623094	2.729820995
FAM86C1	5.433228407	4.447220619	4.191959992	3.797390839	5.658512426	4.824605608	2.905474888
FAM86C2P	1.710749105	3.05536153	1.444657935	1.554050747	3.395443589	1.563777445	1.787015887
FAM86DP	8.609355355	3.451634407	3.480224529	4.601638205	3.276860747	7.356069246	2.602629578
FAM86EP	2.321283779	2.930787602	2.319914813	2.278347543	3.296554066	2.804933412	2.63033364
FAM86FP	0.464535756	1.425569213	0.455300836	0.33718031	1.082200895	0.595742088	0.38290117
FAM86HP	0.76876428	1.23340697	0.538477096	0.683793388	1.677974007	0.504556345	1.154942216
FAM86JP	0.445645893	0.541211869	0.679620255	0.492450725	0.799527803	1.82627669	1.969871009
FAM87A	0.012548203	0	0.015867209	0	0.012931622	0.043544196	0.084581164
FAM87B	0.143247189	0.164489621	0.383607959	0.094175247	0.042447084	0.208984442	0.378842118
FAM89A	6.785062277	5.634805352	7.000236693	6.2946197	7.652577427	10.95140247	4.958868108
FAM89B	17.48910484	23.32743752	23.50856338	16.97435226	22.23580257	20.65053825	22.05380344
FAM8A1	6.73924231	7.67472895	3.651999874	3.424184829	8.706377363	2.998898329	4.627281061
FAM90A1	0.275785096	0.87456822	0.107611853	0.259416016	0.573910096	0.008136061	0.019844752
FAM90A10P	0	0	0	0	0	0.246514018	0
FAM90A25P	0.030144265	0	0.014615219	0	0.071415011	0	0.05268963
FAM90A27P	0	0	0	0	0	0.018309787	0
FAM90A2P	0	0	0	0	0.096652582	0.124477733	0.025501106
FAM90A7P	0	0.012770008	0	0	0.014918308	0.07038249	0.070291078
FAM91A1	34.22766325	28.21760944	13.56602399	17.32416349	22.79289012	14.077025	38.9476143
FAM92A1	8.262645426	11.26265093	4.412334497	7.332438755	13.54248614	10.71944394	1.319887222
FAM92A1P2	0.194824225	0.187732776	0.114836541	0.212461587	0.149328174	0.249196263	0.334743125
FAM92B	0.0450352	0.050597589	0.038435091	0.047709332	0.058995803	0.08666862	0.778091859
FAM95A	0.118988814	0.090053165	0.093762864	0.00900356	0.109092667	0.90305133	0.028377747
FAM95B1	0.933158238	0.128105297	0.255315076	0.015089545	0.1272468	2.646311722	0.064065984
FAM95C	2.956960512	0.733544938	3.113513752	4.401584241	0.606182775	0.556301413	2.214300463
FAM96A	116.4890574	95.57794875	130.8998318	111.8272823	102.1172288	60.1643045	19.08061157
FAM96B	97.29081625	76.5721724	122.1146043	104.1184007	88.48274322	130.8573931	35.91191939
FAM98A	21.1342425	17.09911739	25.91832359	9.110994799	19.06595711	15.65287622	8.391182741
FAM98B	15.36009618	13.3841651	13.08429386	20.52828571	14.74858491	2.264484572	5.871639101
FAM98C	8.126146759	6.747825192	7.084343518	6.796287297	6.184931136	7.810798008	6.371008663
FAM99A	0	0	0	0	0	0	0
FAM99B	0	0	0	0	0	0	0
FAM9A	0	0.031734423	0.018890716	0	0	0.03071881	0.085088624
FAM9B	0.095758703	0.126603053	0.209939387	0.080078041	0.14717224	0.216807798	0.751730441
FAM9C	1.438482079	1.210408272	0.28077697	0.622997163	1.368951624	3.431620236	0.136910896
FAN1	6.200698557	8.97393065	5.757536795	5.542415829	7.308799714	6.691179807	5.122129088
FANCA	16.2121161	21.41376282	9.281762248	24.25183084	22.08685128	15.30501281	1.137980852
FANCB	3.124075988	2.912971469	2.784655353	2.989265235	3.758421622	3.62014348	0.056374428
FANCC	5.550628841	4.881147729	5.532841132	4.764831403	4.61146507	2.52018697	3.267932703
FANCD2	15.04106677	15.99996519	13.87944388	12.35360298	15.36654179	11.25989611	1.088932858
FANCD2OS	0	0.03324845	0	0	0	0.033843746	0.026817327
FANCE	19.96424435	13.11337223	14.10789876	18.71599569	12.22001948	10.26902947	1.707143407
FANCF	4.612953336	1.916385461	4.686386439	6.560235131	2.355770926	5.336476482	5.464110259
FANCG	15.67237197	23.62227476	20.06057497	25.2629992	26.30392902	18.85495926	1.734231276
FANCI	37.32795538	33.41946455	27.82083418	44.34929475	37.3540832	17.46396051	2.325978185
FANCL	16.06473765	12.43769809	17.51979782	11.53168164	13.48603834	11.80452994	7.462926514
FANCM	2.628129406	3.459560618	2.385630109	2.631725273	3.825993289	5.979430141	0.281555361
FANK1	0.792182907	0.037513876	0.113816801	0.034494554	0	0.062051506	2.385956755
FANK1-AS1	0	0	0	0	0	0	0
FAP	0	0.859241046	0.009884248	0	0.60134381	0	0.010051462
FAR1	29.92776614	33.47072137	35.27395322	38.05637115	34.91686985	18.77578512	11.03464213
FAR2	5.699071005	7.97899273	17.01660239	20.11880744	11.05314543	4.148439916	3.73494696
FAR2P1	0	0	0.009906211	0	0	1.268287032	0.221823257
FAR2P2	0.344890566	0.36255522	0.257704968	0.262917976	0.35654275	0.90132795	0.860114336
FARP1	0.024821577	0.255433975	0	0.008817612	0.266057886	5.775635554	11.28769252
FARP2	2.030708817	4.846789586	1.726520761	2.779060572	5.477044133	6.89057276	7.446203542
FARS2	11.59309593	7.332987706	8.83875482	7.993197826	8.338677642	9.086534945	2.838036659
FARSA	186.138024	111.3498482	158.8928257	118.1939197	111.3037013	100.9203938	15.68607285
FARSB	39.96678401	39.33070293	58.6947477	37.00305904	46.48002899	34.85006548	13.09240284
FAS	6.178416439	4.264945672	6.529776558	4.953042475	3.438281638	11.13346254	0.239200564
FAS-AS1	0.122066859	0.12820509	0.142813388	0.091517188	0.019599626	0.397769092	0
FASLG	0.015550028	0.026204186	0.039809077	0.037178566	0.029058001	0.033279427	0.056447949
FASN	85.8812995	156.147248	67.34421943	80.26777394	106.028053	51.36231995	37.13330195
FASTK	26.19586712	57.65498633	42.64323614	32.49901198	51.60178707	38.82322803	34.8882567
FASTKD1	27.84972466	18.46352762	33.77147498	25.05473966	23.51565616	7.162776818	2.589166265
FASTKD2	8.228878138	7.449339845	12.52071257	6.966836004	8.660126801	12.49557242	4.915733698
FASTKD3	14.25980054	23.25642209	10.38923811	10.62927364	26.88313251	11.04906681	3.691210344
FASTKD5	24.4815613	18.44056875	16.60770626	19.32920652	18.2836827	21.72263438	4.30279552
FAT1	0.011848178	0.085083312	5.233746224	0.117733198	0.111666549	37.8469562	57.89725037
FAT2	0.028203189	0.046999449	0.167807693	0.094461889	0.012064829	0.047335114	0.019248996
FAT3	0.029305905	0.026297628	0.014589725	0.033308006	0.023106406	0.147597924	0.063699063
FAT4	0	0	0	0.003972293	0	0.580186946	0
FATE1	0	0	0	0	0	0	0
FAU	913.845065	679.4076116	1543.269988	844.5265489	788.1856366	312.6769834	387.9970145
FAXC	0	0.011564461	0	0	0.005093988	0.492423119	0.001624054
FAXDC2	0.118837947	0.133205264	0.1505289	0.164010028	0.053812067	0.547809592	1.617096618
FBF1	3.538366349	5.414055511	0.813425642	3.902792818	5.57058883	5.291813367	0.478298455
FBL	392.7212527	194.3048783	412.791598	246.6895716	214.8559089	131.7639709	88.03064218
FBLIM1	0.842462253	0.413210877	0.349881923	0.446865182	0.333733612	29.60656872	4.743080689
FBLL1	0	0.274758119	0.443770414	0.047395907	0.405646313	0	0.040567699
FBLN1	0.218664977	0.17394735	0.103654426	0.417032366	0.287532637	1.281639019	1.85095827
FBLN2	0	0.032937593	0	0	0.056667566	0.023933725	0.016707714
FBLN5	0	0.071088538	0	0	0.048684159	0.178893588	0.004133694
FBLN7	0	0	0.012581292	0	0.037684494	0	0.009451739
FBN1	0.163554236	0.160595225	0.127413428	0.501129248	0.185697099	7.252632487	0.010008928
FBN2	0.00247989	0	2.766169054	7.481626249	0.004157843	6.43980434	0.049298649
FBN3	0.019675957	0.012625106	0.004738321	0.028371526	0.003066623	0	0
FBP1	6.699866073	10.51463521	0.771802144	5.303554328	23.65591189	0	24.60446506
FBP2	0	0	0.017525408	0	0	0	0.322818366
FBRS	21.81315234	31.44630925	26.45889243	37.68492701	25.60125051	5.499906673	19.27301958
FBRSL1	16.66267488	16.74499635	23.11159759	12.18002676	16.96497778	1.850543815	10.22044956
FBXL12	21.89582955	13.99809746	14.96039618	11.68119009	12.93580097	9.35563016	4.549704158
FBXL13	2.605171517	0.174510346	2.044018137	2.297785501	1.125741165	0.214163063	0.746098251
FBXL14	4.41473917	10.21804512	6.869408851	6.58459605	6.573100217	17.63887335	6.887784065
