id	num	lo.neg	p.neg	fdr.neg	rank.neg	goodsgrna.neg	lo.pos	p.pos	fdr.pos	rank.pos	goodsgrna.pos	-log10(P neg)	log10(fpkm)	
PARD3B	5	0.47482	0.62277	1	8600	1	0.027499	0.083557	0.764007	1968	4	0.205672316	-3.7	
PARM1	5	0.99676	0.9968	1	17836	0	0.0032393	0.013509	0.577507	421	5	0.001391971	-3.7	
PASD1	5	0.83211	0.84142	1	13265	1	0.076636	0.19093	0.864225	3978	3	0.074987169	-3.7	
PATE1	5	0.97418	0.97419	1	16965	0	0.016849	0.055379	0.709326	1406	4	0.011356333	-3.7	
PATE3	5	0.10302	0.22796	1	3685	3	0.89524	0.8969	1	14668	1	0.642141352	-3.7	
PAWR	5	0.76654	0.79795	1	12194	1	0.063607	0.16975	0.839659	3640	1	0.098024321	-3.7	
PAX2	5	0.74062	0.78327	1	11858	1	0.009586	0.034811	0.645321	971	3	0.106088507	-3.7	
PAX3	5	0.8476	0.85349	1	13579	1	0.038394	0.11111	0.790251	2531	2	0.068801563	-3.7	
PAX4	5	0.97964	0.97959	1	17153	0	0.045446	0.12822	0.804993	2866	4	0.008955657	-3.7	
PAX7	5	0.98179	0.98174	1	17230	0	0.0536	0.14756	0.825534	3218	4	0.008003514	-3.7	
PAX9	5	0.58099	0.70938	1	10269	1	0.39508	0.5622	1	9657	2	0.14912106	-3.7	
PCBP3	5	0.45645	0.60724	1	8294	2	0.096383	0.22217	0.897706	4457	3	0.216639628	-3.7	
PCDH1	5	0.52495	0.66602	1	9388	2	0.77076	0.80848	1	13243	1	0.176512729	-3.7	
PCDH11X	3	0.68511	0.75476	1	11212	1	0.22443	0.40695	0.991173	7390	2	0.122191124	-3.7	
PCDH17	5	0.11195	0.24205	1	3805	3	0.44404	0.60243	1	10202	2	0.616094913	-3.7	
PCDH19	5	0.99917	0.99917	1	17952	0	0.00083467	0.0037008	0.451821	145	5	0.000360614	-3.7	
PCDH8	5	0.44668	0.59887	1	8152	2	0.0025336	0.010682	0.552284	346	3	0.222667442	-3.7	
PCDHA10	5	0.371	0.53401	1	7098	2	0.14598	0.29703	0.943604	5669	2	0.27245061	-3.7	
PCDHA11	5	0.99883	0.99883	1	17929	0	0.0011703	0.0051402	0.472343	195	5	0.000508422	-3.7	
PCDHA12	5	0.56691	0.70293	1	10122	2	0.39234	0.55998	1	9615	2	0.153087921	-3.7	
PCDHA13	5	0.92297	0.92389	1	15450	0	0.053356	0.14699	0.825534	3204	4	0.034379734	-3.7	
PCDHA2	5	0.31251	0.48463	1	6401	2	0.61455	0.73764	1	12164	1	0.314589705	-3.7	
PCDHA3	5	0.27874	0.45625	1	6075	2	0.32	0.50167	1	8756	2	0.340797123	-3.7	
PCDHA4	5	0.77968	0.80593	1	12382	1	0.92431	0.92519	1	15147	0	0.093702678	-3.7	
PCDHA5	5	0.41504	0.57166	1	7681	2	0.59117	0.72522	1	11980	1	0.242862195	-3.7	
PCDHA6	5	0.33264	0.50145	1	6644	2	0.0468	0.13141	0.808397	2922	3	0.299772364	-3.7	
PCDHAC1	5	0.66909	0.74714	1	11042	1	0.9443	0.94487	1	15546	0	0.126598012	-3.7	
PCDHAC2	5	0.73682	0.78118	1	11803	1	0.14535	0.29612	0.942477	5656	3	0.107248884	-3.7	
PCDHB1	5	0.33642	0.50468	1	6692	2	0.16411	0.3232	0.953145	6105	3	0.296983906	-3.7	
PCDHB10	5	0.52101	0.66257	1	9310	1	0.073056	0.18516	0.856966	3889	2	0.178768232	-3.7	
PCDHB12	5	0.75134	0.7892	1	11999	1	0.039487	0.11378	0.793276	2583	4	0.102812923	-3.7	
PCDHB13	5	0.92298	0.92389	1	15451	0	0.29424	0.481	1	8483	2	0.034379734	-3.7	
PCDHB15	5	0.98815	0.98821	1	17459	0	0.032373	0.095964	0.770706	2238	4	0.005150756	-3.7	
PCDHB3	5	0.45238	0.60377	1	8232	2	0.14826	0.30039	0.944616	5726	2	0.21912847	-3.7	
PCDHB4	5	0.96367	0.96392	1	16632	0	0.14775	0.29965	0.944077	5716	3	0.015959009	-3.7	
PCDHB5	5	0.33623	0.50452	1	6689	1	0.044393	0.1257	0.803936	2812	3	0.297121613	-3.7	
PCDHB6	5	0.55868	0.69573	1	9989	1	0.023515	0.073017	0.742845	1769	4	0.157559269	-3.7	
PCDHB7	5	0.10732	0.23477	1	3745	3	0.35138	0.52691	1	9124	2	0.6293574	-3.7	
PCDHB8	5	0.16078	0.31547	1	4506	2	0.50971	0.65668	1	10983	2	0.501041934	-3.7	
PCDHGA12	5	0.73886	0.78228	1	11831	1	0.069617	0.17951	0.851447	3793	3	0.106637773	-3.7	
PCDHGA3	5	0.69782	0.76095	1	11344	1	0.27058	0.46174	1	8205	2	0.118643879	-3.7	
PCDHGA9	5	0.93274	0.93339	1	15663	0	0.31584	0.49839	1	8720	2	0.029936856	-3.7	
PCDP1	5	0.66077	0.7433	1	10953	1	0.59748	0.73061	1	12072	2	0.128835867	-3.7	
PCED1B	5	0.22375	0.40503	1	5537	3	0.52656	0.67064	1	11209	2	0.392512808	-3.7	
PCP4	2	0.84213	0.84911	1	13462	0	0.43958	0.59873	1	10145	1	0.071036044	-3.7	
PCSK1N	5	0.96079	0.96105	1	16541	0	0.038448	0.11125	0.790308	2535	3	0.017254017	-3.7	
PCSK2	5	0.9922	0.99227	1	17609	0	0.0083513	0.031194	0.624999	898	4	0.003370139	-3.7	
PCSK9	5	0.45268	0.60402	1	8237	2	0.17861	0.34381	0.967915	6396	3	0.218948681	-3.7	
PDCD1LG2	5	0.7772	0.8044	1	12345	1	0.20219	0.37667	0.981273	6913	3	0.094527938	-3.7	
PDCL2	5	0.21955	0.39921	1	5463	2	0.6632	0.75701	1	12456	1	0.398798588	-3.7	
PDE10A	5	0.48358	0.63024	1	8738	1	0.30267	0.48789	1	8581	2	0.200494037	-3.7	
PDE9A	5	0.91299	0.91427	1	15188	0	0.23646	0.42307	0.996984	7638	2	0.038925531	-3.7	
PDHA2	5	0.67407	0.74946	1	11096	1	0.43034	0.59112	1	10035	2	0.125251541	-3.7	
PDILT	5	0.4357	0.58943	1	8002	2	0.24596	0.43567	1	7818	2	0.229567764	-3.7	
PDK4	5	0.89792	0.89958	1	14787	0	0.56836	0.70572	1	11705	2	0.045960209	-3.7	
PDLIM3	5	0.9767	0.97667	1	17047	0	0.024061	0.074476	0.744933	1800	4	0.010252152	-3.7	
PDLIM4	5	0.99936	0.99935	1	17961	0	0.00064043	0.0028993	0.435605	117	5	0.000282383	-3.7	
PDX1	5	0.83438	0.84314	1	13313	1	0.97269	0.97289	1	16156	0	0.074100307	-3.7	
PDZD4	5	0.29264	0.4679	1	6211	1	0.79372	0.82159	1	13419	1	0.329846955	-3.7	
PDZK1IP1	5	0.91639	0.91755	1	15276	0	0.048084	0.13447	0.810324	2986	3	0.03737026	-3.7	
PDZRN3	5	0.70805	0.76603	1	11458	1	0.11098	0.24471	0.912261	4828	3	0.115754222	-3.7	
PDZRN4	5	0.96719	0.96746	1	16740	0	0.20986	0.3872	0.985456	7076	3	0.014366982	-3.7	
PEBP4	5	0.50629	0.64975	1	9081	2	0.054258	0.14909	0.826228	3249	3	0.187253712	-3.7	
PEG10	5	0.89779	0.89946	1	14783	0	0.023567	0.073164	0.743074	1773	4	0.046018145	-3.7	
PEG3	5	0.54736	0.68573	1	9768	2	0.1064	0.23767	0.907416	4717	3	0.16384685	-3.7	
PENK	5	0.8341	0.84295	1	13310	1	0.018632	0.060195	0.714565	1516	3	0.074198185	-3.7	
PF4	2	0.91818	0.91928	1	15320	0	0.081824	0.19921	0.871195	4118	2	0.036552188	-3.7	
PF4V1	3	0.089758	0.20667	1	3515	1	0.73516	0.78983	1	12947	1	0.684722561	-3.7	
PFN3	5	0.81721	0.83065	1	13019	1	0.51641	0.66225	1	11073	2	0.080581931	-3.7	
PGK2	5	0.87153	0.87405	1	14117	1	0.067959	0.1768	0.84906	3750	3	0.058463723	-3.7	
PGLYRP2	5	0.67177	0.74837	1	11071	1	0.0051271	0.020816	0.596712	625	4	0.12588363	-3.7	
PGLYRP3	5	0.41803	0.57424	1	7727	2	0.87687	0.88019	1	14426	1	0.240906559	-3.7	
PGLYRP4	5	0.90106	0.9026	1	14857	0	0.45853	0.61444	1	10380	2	0.044504671	-3.7	
PGR	7	0.84207	0.84907	1	13460	1	0.047772	0.13373	0.810324	2969	4	0.071056504	-3.7	
PHF21B	5	0.59047	0.71313	1	10343	1	0.89066	0.8925	1	14604	1	0.146831293	-3.7	
PHGR1	1	0.43215	0.58639	1	7953	0	0.56785	0.7053	1	11694	0	0.231813445	-3.7	
PHOX2A	5	0.35726	0.52246	1	6931	2	0.58076	0.71614	1	11861	2	0.281946954	-3.7	
PHOX2B	5	0.87507	0.87735	1	14201	1	0.22895	0.41298	0.993137	7488	2	0.05682712	-3.7	
PHYHIPL	5	0.92502	0.92588	1	15506	0	0.24146	0.42972	1	7727	2	0.033445297	-3.7	
PI16	5	0.21937	0.39897	1	5460	2	0.66431	0.75746	1	12464	1	0.399059759	-3.7	
PI3	5	0.95985	0.96009	1	16512	0	0.0074943	0.028745	0.616961	832	3	0.017688054	-3.7	
PIK3C2G	5	0.88183	0.88378	1	14344	1	0.46986	0.62378	1	10516	2	0.053655831	-3.7	
PIP	5	0.90706	0.90849	1	15024	0	0.21368	0.39244	0.988319	7151	3	0.041679849	-3.7	
PIRT	5	0.99986	0.99986	1	17989	0	0.0001411	0.00066221	0.27104	44	5	6.08055E-05	-3.7	
PITX3	5	0.22069	0.40084	1	5484	3	0.74	0.79225	1	12992	1	0.397028947	-3.7	
PIWIL1	5	0.98992	0.98999	1	17526	0	0.19446	0.36601	0.976498	6748	3	0.004369192	-3.7	
PKD1L2	5	0.47267	0.62101	1	8565	2	0.23102	0.41573	0.99424	7530	3	0.206901406	-3.7	
PKD2L1	5	0.98924	0.9893	1	17506	0	0.076712	0.19104	0.864225	3981	3	0.004671991	-3.7	
PKIA	2	0.69406	0.75909	1	11300	0	0.53645	0.67896	1	11333	1	0.11970673	-3.7	
PKLR	5	0.019341	0.061475	0.490143	2258	4	0.95237	0.95293	1	15704	0	1.211301463	-3.7	
PKP1	5	0.0038144	0.015758	0.177392	1599	4	0.95182	0.95236	1	15701	0	1.802498904	-3.7	
PLA1A	5	0.44223	0.59503	1	8088	2	0.96007	0.9605	1	15865	0	0.225461138	-3.7	
PLA2G12B	5	0.69856	0.76132	1	11355	1	0.023984	0.074285	0.744933	1795	4	0.118432761	-3.7	
PLA2G1B	5	0.89566	0.89735	1	14715	0	0.81634	0.83538	1	13660	1	0.047038133	-3.7	
PLA2G2A	5	0.95161	0.95199	1	16267	0	0.22288	0.40484	0.991173	7354	3	0.021367614	-3.7	
PLA2G2E	5	0.89353	0.89529	1	14658	0	0.2054	0.38115	0.98346	6979	2	0.048036266	-3.7	
PLA2G4D	5	0.20382	0.37735	1	5207	3	0.35709	0.53157	1	9193	1	0.423255646	-3.7	
PLA2G4F	5	0.56684	0.70287	1	10121	1	0.45818	0.61415	1	10376	1	0.153124993	-3.7	
PLAC1	5	0.85856	0.86256	1	13810	1	0.19516	0.36696	0.9773	6762	3	0.064210686	-3.7	
PLCH2	5	0.83612	0.84441	1	13342	1	0.12097	0.25998	0.92089	5079	3	0.073446632	-3.7	
PLCZ1	5	0.9011	0.90264	1	14860	0	0.51763	0.66325	1	11092	2	0.044485425	-3.7	
PLD5	5	0.14279	0.28892	1	4247	1	0.013786	0.046841	0.686894	1227	2	0.539222394	-3.7	
PLEKHS1	5	0.95736	0.95761	1	16439	0	0.20594	0.38188	0.983877	6988	3	0.018811327	-3.7	
PLGLB2	1	0.16267	0.31828	1	4543	1	0.83733	0.8494	1	13915	0	0.497190651	-3.7	
PLK5	5	0.30899	0.48169	1	6367	1	0.24687	0.43688	1	7841	2	0.31723237	-3.7	
PLLP	5	0.65481	0.74061	1	10904	1	0.020192	0.064314	0.723476	1598	3	0.130410428	-3.7	
PLOD2	5	0.97212	0.97215	1	16899	0	0.066577	0.17462	0.845616	3717	3	0.012266719	-3.7	
PLP1	5	0.9557	0.956	1	16390	0	0.14753	0.29934	0.943991	5710	2	0.019542108	-3.7	
PLSCR4	5	0.97516	0.97515	1	16998	0	0.019931	0.063636	0.722133	1587	3	0.010928575	-3.7	
PLSCR5	5	0.75727	0.79256	1	12069	1	0.50482	0.65269	1	10918	2	0.10096785	-3.7	
PM20D1	5	0.005019	0.020416	0.21348	1722	5	0.99498	0.99501	1	16904	0	1.690029343	-3.7	
PNLIP	5	0.51601	0.65819	1	9230	2	0.018771	0.060572	0.714565	1525	3	0.18164872	-3.7	
PNLIPRP1	5	0.41526	0.57186	1	7683	2	0.010608	0.037786	0.65948	1031	2	0.24271028	-3.7	
PNLIPRP3	5	0.99855	0.99855	1	17919	0	0.0014525	0.0063409	0.483869	236	5	0.000630184	-3.7	
PNMA3	5	0.97484	0.97484	1	16987	0	0.011794	0.041259	0.669573	1109	4	0.011066659	-3.7	
PNMT	5	0.50724	0.65055	1	9095	2	0.072743	0.18465	0.855718	3886	3	0.186719319	-3.7	
PODN	5	0.88249	0.88444	1	14364	1	0.04023	0.11556	0.796439	2613	3	0.053331624	-3.7	
POM121L12	5	0.82402	0.83551	1	13140	1	0.49412	0.6438	1	10783	2	0.078048348	-3.7	
POM121L2	5	0.82042	0.83293	1	13079	1	0.17702	0.34147	0.967915	6350	2	0.079391495	-3.7	
POMC	5	0.89822	0.89984	1	14799	0	0.40649	0.57152	1	9793	2	0.045834705	-3.7	
PON1	5	0.6957	0.75987	1	11319	1	0.35233	0.52768	1	9130	2	0.119260701	-3.7	
PON3	5	0.79673	0.81673	1	12655	1	0.058187	0.15818	0.831872	3422	2	0.087921492	-3.7	
POSTN	5	0.43637	0.59001	1	8012	2	0.56796	0.70539	1	11695	2	0.229140627	-3.7	
POTEC	2	0.97436	0.97437	1	16973	0	0.025642	0.078616	0.751479	1884	2	0.011276096	-3.7	
POTED	4	0.029259	0.087581	0.624469	2525	3	0.93295	0.93365	1	15330	0	1.0575901	-3.7	
POTEE	2	0.25659	0.43754	1	5887	1	0.43077	0.59148	1	10041	1	0.358982238	-3.7	
POTEG	3	0.014251	0.047374	0.406457	2099	3	0.9817	0.98179	1	16411	0	1.324459944	-3.7	
POU1F1	5	0.99419	0.99428	1	17699	0	0.0058051	0.02333	0.596712	702	5	0.002491296	-3.7	
POU3F1	5	0.90186	0.90338	1	14880	0	0.080498	0.19712	0.870052	4076	3	0.044129529	-3.7	
POU3F4	5	0.97594	0.97595	1	17026	0	0.0086689	0.032109	0.627853	921	4	0.010572432	-3.7	
POU4F3	5	0.98704	0.98705	1	17416	0	0.0074732	0.028682	0.616961	831	4	0.005660847	-3.7	
POU5F1B	4	0.17085	0.3302	1	4682	2	0.94997	0.95046	1	15664	0	0.481222931	-3.7	
POU6F2	5	0.81078	0.82615	1	12915	1	0.0066757	0.026341	0.607519	779	4	0.082941093	-3.7	
PPAP2B	5	0.90527	0.90673	1	14972	0	0.064103	0.17056	0.839659	3655	3	0.042522015	-3.7	
PPAP2C	5	0.34343	0.51068	1	6768	2	0.53436	0.67719	1	11303	2	0.29185115	-3.7	
PPBP	5	0.9299	0.9306	1	15643	0	0.55615	0.69553	1	11562	2	0.031236952	-3.7	
PPP1R14A	6	0.45465	0.6057	1	8269	2	0.034067	0.10027	0.776201	2326	2	0.217742426	-3.7	
PPP1R17	8	0.9933	0.99338	1	17658	0	0.00073489	0.0032775	0.439421	133	7	0.002884588	-3.7	
PPP1R26	5	0.35321	0.51902	1	6872	2	0.061252	0.16519	0.83441	3560	2	0.284815907	-3.7	
PPP1R3C	5	0.56284	0.69938	1	10057	1	0.50491	0.65276	1	10920	2	0.155286791	-3.7	
PPP1R42	5	0.19238	0.36134	1	5027	2	0.05721	0.1559	0.829171	3385	2	0.44208396	-3.7	
PPP3R2	5	0.24859	0.4309	1	5821	2	0.76168	0.80349	1	13168	1	0.365623506	-3.7	
PPP4R4	7	0.57214	0.70587	1	10189	2	0.29311	0.48006	1	8469	3	0.151275276	-3.7	
PPY	5	0.83539	0.84387	1	13330	1	0.13129	0.27557	0.931634	5327	3	0.073724452	-3.7	
PRAMEF10	2	0.49472	0.63982	1	8905	1	0.77869	0.81289	1	13298	0	0.193942189	-3.7	
PRAMEF11	1	0.27301	0.45136	1	6024	1	0.72699	0.78588	1	12888	0	0.345476931	-3.7	
PRAMEF12	5	0.19825	0.36966	1	5127	2	0.19853	0.37166	0.980628	6825	1	0.432197541	-3.7	
PRAMEF13	1	0.699	0.76154	1	11359	0	0.301	0.48651	1	8562	1	0.11830728	-3.7	
PRAMEF2	1	0.33582	0.50417	1	6686	1	0.66418	0.75741	1	12462	0	0.297423	-3.7	
PRAMEF22	2	0.037601	0.10857	0.720941	2712	2	0.9624	0.96284	1	15911	0	0.964290162	-3.7	
PRAMEF4	1	0.75077	0.78892	1	11989	0	0.24923	0.44003	1	7896	1	0.102967034	-3.7	
PRAMEF5	1	0.014094	0.046922	0.404125	2091	1	0.98591	0.98595	1	16534	0	1.328623485	-3.7	
PRAMEF6	1	0.006631	0.025341	0.251167	1817	1	0.99337	0.99343	1	16832	0	1.596176251	-3.7	
PRAMEF7	1	0.054729	0.14886	0.87125	3077	1	0.94527	0.94587	1	15569	0	0.827221985	-3.7	
PRAMEF8	4	0.0002262	0.001052	0.024798	763	4	0.99977	0.99977	1	17488	0	2.97798426	-3.7	
PRB1	3	0.36015	0.52487	1	6965	1	0.19418	0.36561	0.976498	6737	1	0.279948249	-3.7	
PRB4	4	0.050497	0.13993	0.840595	2997	2	0.67377	0.7615	1	12526	1	0.854089166	-3.7	
PRDM13	5	0.034921	0.10192	0.693438	2647	4	0.9441	0.94468	1	15540	0	0.991740585	-3.7	
PRDM16	5	0.52519	0.66623	1	9396	2	0.043518	0.1236	0.80276	2772	3	0.176375815	-3.7	
PRDM5	5	0.96037	0.96062	1	16526	0	0.29433	0.48108	1	8486	2	0.017448376	-3.7	
PRDM9	5	0.93884	0.93948	1	15896	0	0.092265	0.21563	0.887619	4375	3	0.027112461	-3.7	
PREX2	5	0.37005	0.53317	1	7081	2	0.79888	0.82468	1	13477	1	0.273134295	-3.7	
PRG3	5	0.34833	0.51486	1	6820	2	0.12163	0.26097	0.921379	5100	2	0.288310848	-3.7	
PRIMA1	5	0.12465	0.26181	1	3997	1	0.14522	0.29591	0.942477	5649	3	0.582013769	-3.7	
PRKAG3	5	0.8063	0.82307	1	12821	1	0.087931	0.20881	0.879819	4272	1	0.084563228	-3.7	
PRKCG	5	0.83969	0.84723	1	13410	1	0.03211	0.095288	0.770706	2221	4	0.071998674	-3.7	
PRKD1	5	0.90792	0.90931	1	15052	0	0.025073	0.077139	0.747844	1857	4	0.041288033	-3.7	
PRKG1	5	0.77415	0.8025	1	12299	1	0.5126	0.65904	1	11016	1	0.095554959	-3.7	
PRKG2	5	0.56489	0.70117	1	10083	2	0.27034	0.46152	1	8201	2	0.154176674	-3.7	
PRLH	5	0.94755	0.94797	1	16150	0	0.031573	0.093948	0.769882	2194	4	0.023205406	-3.7	
PRLHR	5	0.97806	0.97804	1	17097	0	0.0011259	0.0049521	0.472343	187	4	0.009643383	-3.7	
PRM1	2	0.55836	0.69547	1	9982	1	0.59326	0.72703	1	12013	1	0.157721599	-3.7	
PRM2	5	0.045326	0.12751	0.7957	2886	4	0.79722	0.82366	1	13460	1	0.894455754	-3.7	
PRMT8	5	0.93274	0.93339	1	15700	0	0.22005	0.40101	0.990513	7287	3	0.029936856	-3.7	
PRODH2	5	0.99273	0.99283	1	17628	0	0.047542	0.13319	0.809941	2960	4	0.003125108	-3.7	
PROK1	5	0.97208	0.9721	1	16897	0	0.093671	0.21789	0.891092	4403	3	0.012289057	-3.7	
PROKR1	5	0.9918	0.99187	1	17596	0	0.013661	0.046489	0.686141	1219	4	0.003545245	-3.7	
PROL1	5	0.7517	0.7894	1	12005	1	0.15615	0.31174	0.948714	5917	2	0.102702878	-3.7	
PROM1	5	0.90399	0.90546	1	14940	0	0.013987	0.047445	0.687007	1243	4	0.043130731	-3.7	
PROP1	5	0.40753	0.56509	1	7568	2	0.50727	0.6547	1	10945	2	0.247882378	-3.7	
PRPS1L1	5	0.76822	0.79893	1	12212	1	0.03999	0.11499	0.796154	2600	3	0.097491271	-3.7	
PRR15	5	0.6573	0.74175	1	10924	1	0.28611	0.47435	1	8383	2	0.129742445	-3.7	
PRR18	5	0.52904	0.66954	1	9455	2	0.056473	0.15428	0.829171	3346	1	0.174223472	-3.7	
PRR21	3	0.86796	0.8708	1	14034	0	0.18806	0.35701	0.97457	6596	1	0.06008158	-3.7	
PRR23B	4	0.13933	0.28384	1	4200	1	0.49471	0.64431	1	10793	1	0.546926402	-3.7	
PRR23D1	2	0.09382	0.21323	1	3560	2	0.90618	0.90769	1	14846	0	0.671151693	-3.7	
PRR23D2	3	0.036546	0.10596	0.709826	2688	3	0.96345	0.96388	1	15937	0	0.97485805	-3.7	
PRR5-ARHGAP8	1	0.62456	0.72712	1	10635	0	0.37544	0.54627	1	9412	0	0.13839391	-3.7	
PRRG3	5	0.71657	0.77037	1	11558	1	0.01933	0.06205	0.717285	1555	4	0.113300638	-3.7	
PRRT1	5	0.98037	0.98032	1	17179	0	0.056026	0.15324	0.829171	3320	4	0.008632137	-3.7	
PRRX1	5	0.72787	0.77629	1	11703	1	0.011422	0.040155	0.667328	1083	4	0.109976008	-3.7	
PRRX2	5	0.51386	0.65629	1	9195	2	0.11129	0.24519	0.912261	4836	3	0.182904213	-3.7	
PRSS1	5	0.93274	0.93339	1	15679	0	0.16521	0.32474	0.954195	6129	2	0.029936856	-3.7	
PRSS16	5	0.7943	0.81515	1	12622	1	0.93349	0.93418	1	15341	0	0.088762467	-3.7	
PRSS22	5	0.26802	0.44721	1	5983	2	0.81681	0.83569	1	13664	1	0.349488494	-3.7	
PRSS33	5	0.95249	0.95291	1	16297	0	0.005557	0.022396	0.596712	665	4	0.020948115	-3.7	
PRSS38	5	0.29402	0.46909	1	6227	2	0.014986	0.050261	0.693597	1305	2	0.328743825	-3.7	
PRSS42	5	0.38479	0.5457	1	7285	1	0.26104	0.4539	1	8101	1	0.263046046	-3.7	
PRSS45	5	0.88459	0.88649	1	14423	0	0.15746	0.31364	0.949396	5949	2	0.052326159	-3.7	
PRSS46	5	0.83972	0.84725	1	13412	1	0.15027	0.30337	0.946417	5771	2	0.071988422	-3.7	
PRSS48	5	0.98447	0.98443	1	17324	0	0.037158	0.10804	0.7876	2468	4	0.00681516	-3.7	
PRSS50	5	0.50426	0.64802	1	9043	1	0.2532	0.44527	1	7973	3	0.18841159	-3.7	
PRSS54	5	0.7217	0.77306	1	11617	1	0.011952	0.041727	0.669573	1121	3	0.111786798	-3.7	
PRSS55	5	0.63982	0.73378	1	10761	1	0.79495	0.82232	1	13435	1	0.13443413	-3.7	
PRTG	5	0.58627	0.71146	1	10313	1	0.11252	0.24707	0.912885	4873	3	0.147849512	-3.7	
PSAPL1	5	0.93797	0.93863	1	15872	0	0.0026264	0.011054	0.552696	360	4	0.027505569	-3.7	
PSD2	5	0.64218	0.73486	1	10786	1	0.28331	0.47209	1	8347	2	0.133795392	-3.7	
PSEN2	5	0.39018	0.55026	1	7351	2	0.85805	0.86475	1	14181	1	0.259432056	-3.7	
PSG1	4	0.6517	0.73913	1	10874	1	0.093888	0.21825	0.891092	4410	2	0.13127917	-3.7	
PSG11	4	0.064519	0.16529	0.932602	3191	3	0.96126	0.96168	1	15887	0	0.78175342	-3.7	
PSG2	3	0.023577	0.072778	0.550697	2380	3	0.97299	0.97317	1	16168	0	1.137999883	-3.7	
PSG3	2	0.68555	0.75498	1	11215	0	0.00029763	0.001394	0.351238	67	1	0.122064553	-3.7	
PSG4	3	0.062618	0.16211	0.92388	3160	2	0.40846	0.57314	1	9806	1	0.790190194	-3.7	
PSG5	4	0.0031776	0.013243	0.156805	1521	3	0.97853	0.97861	1	16304	0	1.878013621	-3.7	
PSG6	5	0.029291	0.087658	0.624469	2527	3	0.93643	0.93713	1	15396	0	1.057208442	-3.7	
PSG8	4	0.10607	0.23281	1	3726	1	0.026261	0.080294	0.759063	1905	2	0.632998369	-3.7	
PSG9	5	0.42683	0.58179	1	7863	1	0.0036052	0.014944	0.590431	452	3	0.235233748	-3.7	
PSMA8	5	0.81886	0.83177	1	13050	1	0.52104	0.66607	1	11139	1	0.079996748	-3.7	
PSMB11	5	0.22	0.39986	1	5474	3	0.059784	0.16186	0.83441	3490	2	0.398092038	-3.7	
PSORS1C1	5	0.44078	0.5938	1	8071	2	0.44929	0.60677	1	10271	2	0.226359807	-3.7	
PSORS1C2	5	0.98575	0.98574	1	17371	0	0.057507	0.15662	0.830047	3398	4	0.00623762	-3.7	
PTCHD3	5	0.94229	0.94288	1	15993	0	0.020256	0.064477	0.723476	1604	4	0.025543576	-3.7	
PTF1A	5	0.9204	0.92146	1	15388	0	0.58305	0.71814	1	11895	2	0.035523512	-3.7	
PTGDR	5	0.75807	0.79302	1	12082	1	0.10858	0.24103	0.909241	4773	3	0.10071586	-3.7	
PTGER1	5	0.68668	0.75553	1	11226	1	0.46587	0.62049	1	10473	1	0.121748286	-3.7	
PTGFR	5	0.992	0.99207	1	17606	0	0.0058663	0.023547	0.596712	710	4	0.003457683	-3.7	
PTH	5	0.94218	0.94277	1	15990	0	0.21296	0.39144	0.987444	7138	2	0.025594246	-3.7	
PTH1R	5	0.16619	0.3234	1	4605	2	0.94643	0.94696	1	15593	0	0.490259984	-3.7	
PTH2	5	0.00063373	0.0028536	0.049462	1039	2	0.080533	0.19718	0.870052	4078	3	2.544606904	-3.7	
PTH2R	5	0.93274	0.93339	1	15722	0	0.13855	0.2863	0.936693	5503	3	0.029936856	-3.7	
PTHLH	5	0.56979	0.70494	1	10171	1	0.10449	0.23471	0.905703	4667	3	0.151847846	-3.7	
PTN	5	0.87411	0.87644	1	14175	1	0.74579	0.7952	1	13048	1	0.05727781	-3.7	
PTPN20A	1	0.55467	0.69218	1	9913	0	0.44533	0.60349	1	10214	0	0.159780953	-3.7	
PTPN5	5	0.84109	0.84831	1	13436	1	0.10496	0.23543	0.906653	4676	2	0.071445413	-3.7	
PTPRK	5	0.51071	0.65356	1	9149	2	0.075551	0.18915	0.862991	3946	3	0.184714536	-3.7	
PTPRM	5	0.11239	0.24275	1	3813	3	0.64155	0.74808	1	12316	1	0.614840761	-3.7	
PTPRN	5	0.23232	0.41671	1	5685	2	0.5551	0.69464	1	11549	2	0.380166077	-3.7	
PTPRT	5	0.52464	0.66574	1	9380	1	0.20828	0.38506	0.984893	7041	2	0.176695348	-3.7	
PVALB	5	0.86462	0.86782	1	13958	1	0.28706	0.47514	1	8391	2	0.061570345	-3.7	
PXDC1	5	0.94224	0.94283	1	15991	0	0.012535	0.043318	0.674408	1155	3	0.025566607	-3.7	
PXDN	5	0.6742	0.74952	1	11098	1	0.8704	0.87465	1	14332	1	0.125216774	-3.7	
PXDNL	5	0.18914	0.35665	1	4978	2	0.60249	0.73309	1	12101	1	0.447757772	-3.7	
PYHIN1	5	0.3244	0.4945	1	6545	2	0.8432	0.85364	1	13984	1	0.305833704	-3.7	
PYY	5	0.84361	0.85033	1	13487	1	0.17625	0.34039	0.967605	6335	3	0.070412499	-3.7	
R3HDML	5	0.9182	0.9193	1	15322	0	0.057834	0.15739	0.830919	3411	2	0.03654274	-3.7	
RAB19	5	0.77671	0.80412	1	12336	1	0.22406	0.40646	0.991173	7383	2	0.094679136	-3.7	
RAB25	5	0.17415	0.33504	1	4735	3	0.18117	0.34749	0.970263	6449	2	0.47490334	-3.7	
